GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED
218339485,20120921,201209,2012,2012.7151,IDNGOV,JAKARTA,IDN,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,140,140,14,3,-6.5,16,4,16,5.57766781434079,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
218350253,20120921,201209,2012,2012.7151,LBY,BENGHAZI,LBY,,,,,,,,GOV,CONSULATE,,,,,,GOV,,,1,140,140,14,3,-6.5,4,1,4,4.45468509984639,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,1,Libya,LY,LY,25.0,17.0,0.0,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,20130203
218350254,20120921,201209,2012,2012.7151,LBY,BENGHAZI,LBY,,,,,,,,GOV,CONSULATE,,,,,,GOV,,,1,140,140,14,3,-6.5,16,1,16,4.45468509984639,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,2,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,20130203
218352168,20120921,201209,2012,2012.7151,LEG,REPRESENTATIVES,,,,,,LEG,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,1,1,1,6.71641791044776,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,20130203
218352169,20120921,201209,2012,2012.7151,LEG,REPRESENTATIVES,,,,,,LEG,,,USA,RALEIGH,USA,,,,,,,,1,140,140,14,3,-6.5,4,1,4,6.71641791044776,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,3.0,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,20130203
218352529,20120921,201209,2012,2012.7151,LKA,SRI LANKA,LKA,,,,,,,,MOS,ISLAM,,,,MOS,,,,,1,140,140,14,3,-6.5,5,1,5,6.72268907563025,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
218352530,20120921,201209,2012,2012.7151,LKA,SRI LANKA,LKA,,,,,,,,MOS,ISLAM,,,,MOS,,,,,1,140,140,14,3,-6.5,15,2,15,7.1396171641114,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
218358556,20120921,201209,2012,2012.7151,MOS,ISLAMIC,,,,MOS,,,,,COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,10,1,10,3.03030303030303,1.0,United States,US,US,38.0,-97.0,0.0,5,"Kashmir, Jammu and Kashmir, India",IN,IN12,33.9167,76.6667,-2098229.0,5.0,"Kashmir, Jammu and Kashmir, India",IN,IN12,33.9167,76.6667,,20130203
218358557,20120921,201209,2012,2012.7151,MOS,ISLAMIC,,,,MOS,,,,,COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,10,1,10,2.07253886010363,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
218361942,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,8,1,8,7.78546712802768,3.0,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948.0,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948.0,3.0,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948.0,20130203
218361943,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,ANTI RIOT POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,2,1,2,3.03514376996805,3.0,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328.0,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328.0,3.0,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328.0,20130203
218361944,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,ANTI RIOT POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,5,1,5,3.07692307692308,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
218361948,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,40,2,40,0.980392156862745,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,2,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,20130203
218361949,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,ANTI RIOT POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,5,1,5,3.82165605095541,2.0,"Texas, United States",US,USTX,31.106,-97.6475,0.0,2,"Texas, United States",US,USTX,31.106,-97.6475,0.0,2.0,"Texas, United States",US,USTX,31.106,-97.6475,0.0,20130203
218361950,20120921,201209,2012,2012.7151,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,6,1,6,3.73626373626374,1.0,United States,US,US,38.0,-97.0,0.0,4,"Peshawar, North-West Frontier, Pakistan",PK,PK03,34.0078,71.5733,-2771364.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
