Year,Theme
1910,WW I
1910,Landscapes
1910,"World War, 1914-1918"
1910,Figure group
1910,Forests and forestry
1910,History
1910,Boats and boating
1910,Industrialization
1910,Landscapes
1910,Architecture
1910,Occupations
1910,Cos Cob Harbor
1910,Figure male
1910,Fishing
1910,Harbors
1910,Waterscapes
1910,Greenwich
1940,Water
1940,Description and travel
1940,Trains
1940,Landscapes
1940,Figure male
1940,Forests and forestry
1900,Sport and play
1900,Figure female
1900,Occupations
1900,Clothing and dress
1900,Nudity
1900,Dress accessories
1900,Tattoo
1900,Fragment
1900,Butterflies
1900,Amusements
1900,Animals
1900,Insects
1900,Recreation
1900,Skull
1900,Figure male
1900,Children
1900,Cards
1900,Sailor
1900,Smoking
1900,Military
1990,Sport and play
1990,Figure female
1990,Occupations
1990,Clothing and dress
1990,Nudity
1990,Dress accessories
1990,Tattoo
1990,Fragment
1990,Butterflies
1990,Amusements
1990,Animals
1990,Insects
1990,Recreation
1990,Skull
1990,Figure male
1990,Children
1990,Cards
1990,Sailor
1990,Smoking
1990,Military
1920,Commercial
1920,Burns Brothers
1920,Sutton Place
1920,Architecture
1920,Cityscapes
1920,Rivers
1920,Streets
1910,Landscapes
1910,Chicago River
1910,Industrialization
1910,Architecture
1910,Cityscapes
1910,Rivers
1910,Wharf
1930,Commercial
1930,Boats and boating
1930,Architecture
1930,Skyscraper
1930,Riverboat
1930,Cityscapes
1930,Rivers
1910,WW I
1910,Cannon
1910,Industrialization
1910,"World War, 1914-1918"
1910,Weapons
1910,Architecture
1910,Factory
1910,History
1900,Bridges
1900,Boats and boating
1900,Chicago River
1900,Industrialization
1900,Architecture
1900,Factory
1900,Cityscapes
1900,Rivers
1900,Rush Street Bridge
1900,Landscapes
1900,Architecture
1900,Government
1900,Lakes
1900,Cityscapes
1900,Lake Michigan
1900,Museums
1900,Rosenwald Museum
1920,Western
1920,Trees
1920,Pine tree
1920,Mountains
1920,Landscapes
1920,Lakes
1920,Estes Park
1940,Landscapes
1940,Architecture
1940,Government
1940,Lakes
1940,Museums
1940,Lake Michigan
1940,Waterscapes
1940,Rosenwald Museum
1940,Water
1940,Landscapes
1940,Architecture
1940,Canyon
1940,Bicycles
1940,Rocks
1940,Figure male
1940,Vehicles
1900,Architecture
1900,Government
1900,Figure group
1900,Broadway
1900,Vehicles
1900,Design
1900,Bridges
1900,Commercial
1900,Cityscapes
1900,Streets
1900,Footbridge
1900,Cart
1900,Carriage
1920,Trees
1920,Mountains
1920,Western
1920,Landscapes
1920,Rainbow
1920,Deserts
1930,Trees
1930,Mountains
1930,Western
1930,Landscapes
1930,Rainbow
1930,Deserts
1910,WW I
1910,"World War, 1914-1918"
1910,Architecture
1910,Figure group
1910,Firearms
1910,History
1910,Figure(s) in exterior
1910,Ruins
1910,Landscapes
1910,Animals
1910,Weapons
1910,Light
1910,Men
1910,Horses
1930,WW I
1930,"World War, 1914-1918"
1930,Architecture
1930,Figure group
1930,Firearms
1930,History
1930,Figure(s) in exterior
1930,Ruins
1930,Landscapes
1930,Animals
1930,Weapons
1930,Light
1930,Men
1930,Horses
1910,Weather
1910,WW I
1910,Landscapes
1910,"World War, 1914-1918"
1910,Evil
1910,Cloud
1910,Saint Mihiel
1910,Figure group
1910,State of being
1910,War
1910,History
1930,Weather
1930,WW I
1930,Landscapes
1930,"World War, 1914-1918"
1930,Evil
1930,Cloud
1930,Saint Mihiel
1930,Figure group
1930,State of being
1930,War
1930,History
1930,Industrialization
1930,Construction
1930,Architecture
1930,Wall Street
1930,Figure group
1930,Religion
1930,Cityscapes
1930,Crane
1930,Streets
1930,Machinery
1930,Church buildings
1910,Female and child
1910,Landscapes
1910,Candlestick
1910,San Angel
1910,Morning
1910,Figure group
1910,Religion
1910,Time
1910,Industrialization
1910,Boats and boating
1910,Chioggia
1910,Architecture
1910,Occupations
1910,Men
1910,Figure group
1910,Cityscapes
1910,Harbors
1910,Fishing
1910,Waterscapes
1910,Fishing boat
1900,Architecture
1900,Figure group
1900,Religion
1900,St. Severin
1900,Cityscapes
1900,Streets
1930,Commercial
1930,Cour du Dragon
1930,Architecture
1930,Domestic
1930,Cityscapes
1930,Market
1930,Streets
1930,Dwellings
1930,Vehicles
1930,Cart
1920,Western
1920,Trees
1920,Landscapes
1920,Yucca tree
1920,Paradise Valley
1920,Deserts
1920,Seasons
1920,Spring
1930,Western
1930,Trees
1930,Landscapes
1930,Yucca tree
1930,Paradise Valley
1930,Deserts
1930,Seasons
1930,Spring
1900,Men
1900,Figure group
1900,Portraits
1910,Industrialization
1910,Boats and boating
1910,Architecture
1910,Occupations
1910,Men
1910,Canals
1910,Figure group
1910,Cityscapes
1910,Fishing
1910,Waterscapes
1910,Fishing boat
1910,WW I
1910,Soldiers
1910,"World War, 1914-1918"
1910,Occupations
1910,State of being
1910,War
1910,History
1910,Figure(s) in exterior
1910,Homelessness
1910,Animals
1910,Evil
1910,Horses
1910,Military
1930,WW I
1930,Soldiers
1930,"World War, 1914-1918"
1930,Occupations
1930,State of being
1930,War
1930,History
1930,Figure(s) in exterior
1930,Homelessness
1930,Animals
1930,Evil
1930,Horses
1930,Military
1910,WW I
1910,Cannon
1910,"World War, 1914-1918"
1910,Figure group
1910,State of being
1910,War
1910,History
1910,Animals
1910,Weapons
1910,Evil
1910,Men
1910,Horses
1910,Death
1930,WW I
1930,Cannon
1930,"World War, 1914-1918"
1930,Figure group
1930,State of being
1930,War
1930,History
1930,Animals
1930,Weapons
1930,Evil
1930,Men
1930,Horses
1930,Death
1900,St. Sepulchre
1900,Architecture
1900,Religion
1900,Cityscapes
1900,Bell tower
1900,Streets
1900,Church buildings
1930,Western
1930,Weather
1930,Mountains
1930,Landscapes
1930,Cloud
1930,Superstition Mountain
1920,Western
1920,Weather
1920,Landscapes
1920,Verde River
1920,Cloud
1920,Cactus
1920,Rivers
1920,Plants
1930,Western
1930,Weather
1930,Landscapes
1930,Verde River
1930,Cloud
1930,Cactus
1930,Rivers
1930,Plants
1900,Boats and boating
1900,Architecture
1900,Puritan
1900,Colonies
1900,Figure group
1900,Religion
1900,History
1900,Mayflower
1900,Description and travel
1900,Architecture
1900,Roads
1900,Snow
1900,Figure group
1900,Rivers
1900,Vehicles
1900,Bridges
1900,Weather
1900,Landscapes
1900,Winter
1900,Cities and towns
1900,Seasons
1900,Sleigh
1900,Architecture
1900,Figure female
1900,Clothing and dress
1900,Domestic
1900,Dress accessories
1900,Hats
1900,Dish
1900,Windows
1900,Detail
1920,Western
1920,Mountains
1920,Landscapes
1920,Canyon
1920,Bear Creek Canyon
1920,Weather
1920,Rain
1920,Boats and boating
1920,Landscapes
1920,Cornwall
1920,Industrialization
1920,Architecture
1920,Figure group
1920,Harbors
1920,Mullion Cove
1920,Waterscapes
1920,Fishing boat
1910,Campo Santa Margherita
1910,Architecture
1910,Domestic
1910,Cityscapes
1910,Square
1910,Apartment
1910,Streets
1920,Landscapes
1920,Animals
1920,Architecture
1920,Roma
1920,Figure group
1920,Horses
1920,Vehicles
1920,Carriage
1930,Bridges
1930,Boats and boating
1930,Architecture
1930,Brooklyn Bridge
1930,Riverboat
1930,Cityscapes
1930,Rivers
1920,Mountains
1920,Western
1920,Landscapes
1920,Night
1920,Moon
1920,Outer space
1920,Cactus
1920,Phoenix
1920,Time
1920,Plants
1930,Mountains
1930,Western
1930,Landscapes
1930,Night
1930,Moon
1930,Outer space
1930,Cactus
1930,Phoenix
1930,Time
1930,Plants
1910,Courting
1910,Boats and boating
1910,Architecture
1910,Recreation
1910,Canals
1910,Gondola
1910,Figure group
1910,Cityscapes
1910,Male and female
1910,Waterscapes
1900,Limehouse
1900,Boats and boating
1900,Architecture
1900,Outer space
1900,Thames River
1900,Cityscapes
1900,Rivers
1900,Wharf
1900,Fishing boat
1930,Weather
1930,Westport
1930,Driftway
1930,Landscapes
1930,Snow
1930,Evening
1930,Architecture
1930,Domestic
1930,Time
1930,Dwellings
1910,Rites and ceremonies
1910,Criminal
1910,Occupations
1910,Men
1910,Crime
1910,Figure group
1910,Religion
1910,State of being
1910,Cityscapes
1910,Benediction
1910,Imprisonment
1910,Clergy
1930,"Washington, George"
1930,Men
1930,Figure group
1930,Portraits
1930,History
1930,Presidents
1930,Fans
1930,Glove
1930,Vase
1930,Clothing and dress
1930,Tables
1930,Dress accessories
1930,"New Deal, 1933-1939"
1930,Flowers
1930,Works Progress Administration
1930,Furnishings
1910,Commercial
1910,Architecture
1910,Figure group
1910,Cityscapes
1910,Streets
1910,Market
1920,WW I
1920,Cannon
1920,Animals
1920,"World War, 1914-1918"
1920,Architecture
1920,Weapons
1920,Men
1920,Figure group
1920,Horses
1920,History
1920,Vehicles
1920,Cart
1910,WW I
1910,Cannon
1910,Animals
1910,"World War, 1914-1918"
1910,Architecture
1910,Weapons
1910,Men
1910,Figure group
1910,Horses
1910,History
1910,Vehicles
1910,Cart
1900,Commercial
1900,Tremont House
1900,Architecture
1900,Figure group
1900,Cityscapes
1900,Flags
1900,Hotel
1900,Vehicles
1900,Carriage
1930,Rites and ceremonies
1930,Festivals
1930,Figure group
1930,Cityscapes
1930,Streets
1930,Exposition
1920,WW I
1920,Landscapes
1920,Soldiers
1920,Chateau-Thierry
1920,"World War, 1914-1918"
1920,Roads
1920,Occupations
1920,Men
1920,Figure group
1920,History
1920,Military
1910,WW I
1910,Landscapes
1910,Soldiers
1910,Chateau-Thierry
1910,"World War, 1914-1918"
1910,Roads
1910,Occupations
1910,Men
1910,Figure group
1910,History
1910,Military
1900,Bridges
1900,Commercial
1900,Architecture
1900,Brooklyn Bridge
1900,Catherine Market
1900,Cityscapes
1900,Streets
1900,Market
1900,Vehicles
1900,Cart
1900,Friendship
1900,Willow
1900,Japanese dress
1900,Clothing and dress
1900,State of being
1900,Foliage
1900,Children
1900,Emotions
1920,Landscapes
1920,Statesman
1920,Occupations
1920,Men
1920,Figure group
1920,Portraits
1920,Political
1920,History
1900,Architecture
1900,Government
1900,Education
1900,Monuments
1900,Cityscapes
1900,U. S. Capitol
1900,Statues
1900,Georgetown
1900,Universities
1940,Soldiers
1940,Outer space
1940,Occupations
1940,Figure group
1940,Religion
1940,Nudity
1940,State of being
1940,Jesus Christ
1940,Landscapes
1940,Sleep
1940,Men
1940,Figure male
1940,Crucifixion
1940,"Bible, N.T."
1940,Military
1920,Mountains
1920,Landscapes
1920,Architecture
1920,Salt River Mountains
1920,Domestic
1920,Deserts
1920,Dwellings
1930,Mountains
1930,Landscapes
1930,Architecture
1930,Salt River Mountains
1930,Domestic
1930,Deserts
1930,Dwellings
1910,Sailing ships
1910,Boats and boating
1910,Landscapes
1910,Coasts
1910,Architecture
1910,Farms
1910,Farmhouse
1910,Domestic
1910,Figure group
1910,San Mateo
1930,Architecture
1930,Fountain
1930,Monuments
1930,Fountain of the Great Lakes
1930,Figure group
1930,Cityscapes
1930,Colonnade
1930,Detail
1910,Housekeeping
1910,Toys
1910,Occupations
1910,Japanese dress
1910,Domestic
1910,Clothing and dress
1910,Foliage
1910,Tools
1910,Dolls
1910,Broom
1910,Children
1920,Vegetable seller
1920,Landscapes
1920,Literature
1920,Recreation
1920,Fair
1920,Occupations
1920,Figure group
1920,Byrne
1920,Wind Bloweth
1920,Vendor
1900,Books and reading
1900,Figure group
1900,Allegory
1900,Civilization
1900,Trade
1900,Landscapes
1900,Amusements
1900,Reading
1900,Industrialization
1900,Mural study
1900,Recreation
1900,Education
1900,Arts and sciences
1930,Landscapes
1930,Boats and boating
1930,Coasts
1930,Architecture
1930,York
1930,Figure male
1930,Lighthouses
1930,Islands
1930,Rowboat
1930,Nubble Lighthouse
1900,Architecture
1900,Notre Dame
1900,Religion
1900,Cityscapes
1900,Church buildings
1900,Landscapes
1900,Puritan
1900,Colonies
1900,Figure group
1900,Religion
1900,History
1940,WW II
1940,Occupations
1940,Men
1940,Figure group
1940,History
1940,Sailor
1940,"World War, 1939-1945"
1940,Military
1930,WW II
1930,Occupations
1930,Men
1930,Figure group
1930,History
1930,Sailor
1930,"World War, 1939-1945"
1930,Military
1930,Mountains
1930,Sowing
1930,Landscapes
1930,Animals
1930,Farms
1930,Occupations
1930,Horses
1930,Figure male
1900,Men
1900,Figure group
1900,Portraits
1900,Family
1900,Spouses
1900,History
1910,Landscapes
1910,Coasts
1910,Figure female
1910,Clothing and dress
1910,Dress accessories
1910,Hats
1930,"Staffs (Sticks, canes, etc.)"
1930,Clothing and dress
1930,Dress accessories
1910,Design
1910,Art
1910,Occupations
1910,Men
1910,Portraits
1900,Clothing and dress
1900,Dress accessories
1900,Figure male
1900,Hats
1920,Boats and boating
1920,Architecture
1920,Marblehead
1920,Occupations
1920,Figure group
1920,Birds
1920,Fishing
1920,Waterscapes
1920,Industrialization
1920,Landscapes
1920,Animals
1920,Fishes
1920,Sailboats
1920,Rowboat
1910,Boats and boating
1910,Architecture
1910,Marblehead
1910,Occupations
1910,Figure group
1910,Birds
1910,Fishing
1910,Waterscapes
1910,Industrialization
1910,Landscapes
1910,Animals
1910,Fishes
1910,Sailboats
1910,Rowboat
1920,Mosques
1920,Signs and signboards
1920,Architecture
1920,Moon
1920,Outer space
1920,Religion
1920,Cityscapes
1900,Hunter
1900,Occupations
1900,Figure group
1900,Allegory
1900,Shepherd
1900,Civilization
1900,Landscapes
1900,Animals
1900,Mural study
1900,Cattle
1900,Farms
1900,Dogs
1900,Agriculture
1900,Arts and sciences
1930,Landscapes
1930,Animals
1930,Men
1930,Figure group
1930,Horses
1930,American Revolution (1775-1783)
1930,Portraits
1930,History
1900,Landscapes
1900,Architecture
1900,Older people
1900,Domestic
1900,Figure male
1900,Landscapes
1900,Animals
1900,Architecture
1900,Donkey
1900,Domestic
1900,Figure group
1940,Landscapes
1940,Architecture
1940,North Church
1940,Figure group
1940,Religion
1940,American Revolution (1775-1783)
1940,History
1940,Church buildings
1910,Medicine
1910,Landscapes
1910,Totem
1910,Physicians
1910,Occupations
1910,Wrangell
1910,Monuments
1910,Gravestone
1940,Landscapes
1940,Animals
1940,Architecture
1940,Monuments
1940,Concord
1940,American Revolution (1775-1783)
1940,Fence
1940,History
1940,Squirrel
1940,Gravestone
1940,Detail
1940,"New Deal, 1933-1939"
1940,Flowers
1940,"Works Progress Administration, Federal Art Project"
1940,Magnolia
1930,"New Deal, 1933-1939"
1930,Flowers
1930,"Works Progress Administration, Federal Art Project"
1930,Magnolia
1940,Occupations
1940,Figure group
1940,Birds
1940,Eagles
1940,"New Deal, 1933-1939"
1940,Plants
1940,Cotton
1940,Landscapes
1940,Animals
1940,Mural study
1940,Domestic
1940,Yucca
1940,Gathering
1930,Occupations
1930,Figure group
1930,Birds
1930,Eagles
1930,"New Deal, 1933-1939"
1930,Plants
1930,Cotton
1930,Landscapes
1930,Animals
1930,Mural study
1930,Domestic
1930,Yucca
1930,Gathering
1930,Architecture
1930,Occupations
1930,Harvesting
1930,Figure group
1930,Factory
1930,Allegory
1930,Male and female
1930,Industrialization
1930,Landscapes
1930,Farms
1930,Quality
1930,Lumber
1930,Wealth
1930,Women
1930,Vicki
1930,Figure female
1930,Portraits
1930,Children
1900,Animals
1900,Warbler
1900,Birds
1900,Landscapes
1900,Architecture
1900,Temple
1900,Religion
1900,Temple of the Sibyl
1900,Tivoli
1900,Boats and boating
1900,Industrialization
1900,Architecture
1900,Occupations
1900,Cityscapes
1900,Fishing
1900,Waterscapes
1900,Fishing boat
1930,Mountains
1930,Western
1930,Weather
1930,Landscapes
1930,Cloud
1930,Deserts
1930,Superstition Mountain
1910,Mountains
1910,Landscapes
1910,Coasts
1910,Noon
1910,Time
1910,Rivers
1910,Newburgh
1900,Government
1900,Onion
1900,Occupations
1900,Figure group
1900,Corn
1900,Portraits
1900,Rites and ceremonies
1900,Potato
1900,Landscapes
1900,Iowa
1900,Men
1900,Political
1900,Cabbage
1900,Presidents
1900,Vegetable
1920,Uniforms
1920,Landscapes
1920,Soldiers
1920,Weapons
1920,Occupations
1920,Men
1920,Clothing and dress
1920,Figure group
1920,Firearms
1920,Military
1910,Women
1910,Landscapes
1910,Architecture
1910,Education
1910,Figure group
1910,Columbia Teacher's College
1920,Mountains
1920,Landscapes
1920,Animals
1920,Figure group
1920,Horses
1920,Deserts
1930,Mountains
1930,Landscapes
1930,Animals
1930,Figure group
1930,Horses
1930,Deserts
1900,Female and child
1900,Women
1900,Men
1900,Figure group
1900,Portraits
1900,Nancy
1900,Paul
1920,Mountains
1920,Western
1920,Landscapes
1920,Evening
1920,Valleys
1920,Paradise Valley
1920,Cactus
1920,Time
1920,Plants
1930,Mountains
1930,Western
1930,Landscapes
1930,Evening
1930,Valleys
1930,Paradise Valley
1930,Cactus
1930,Time
1930,Plants
1910,Landscapes
1910,Night
1910,Winter
1910,Waterfalls
1910,Iceberg
1910,Niagara Falls
1910,Time
1910,Seasons
1940,Westward expansion
1940,Mural study
1940,Architecture
1940,Figure group
1940,Fence
1940,History
1940,Detail
1930,Westward expansion
1930,Mural study
1930,Architecture
1930,Figure group
1930,Fence
1930,History
1930,Detail
1920,Women
1920,Figure group
1920,Cityscapes
1920,Kensington
1920,Wall
1920,Architecture
1920,Cityscapes
1920,Children
1920,Windows
1920,Kensington
1920,Detail
1920,Architecture
1920,Figure female
1920,Lake Lugano
1920,Domestic
1920,Cities and towns
1920,Cityscapes
1920,Dwellings
1910,Boats and boating
1910,Architecture
1910,Sailboats
1910,Canals
1910,Figure group
1910,Cityscapes
1910,Waterscapes
1910,Grand Canal
1920,Trees
1920,Mountains
1920,Western
1920,Landscapes
1920,Light
1920,Deserts
1930,Trees
1930,Mountains
1930,Western
1930,Landscapes
1930,Light
1930,Deserts
1920,Bridges
1920,Boats and boating
1920,Architecture
1920,Canals
1920,Gondola
1920,Cityscapes
1920,Waterscapes
1910,Mountains
1910,Landscapes
1910,Waterfalls
1910,Jackson's Fall
1910,White Mountains
1910,Industrialization
1910,Architecture
1910,Figure female
1910,Occupations
1910,Mill
1910,Children
1910,History
1910,Labor history
1900,Weather
1900,Boats and boating
1900,Architecture
1900,Thames River
1900,Religion
1900,St. Paul's Cathedral
1900,Cityscapes
1900,Rivers
1900,Wharf
1900,Fog
1910,Commercial
1910,WW I
1910,Restaurant
1910,Soldiers
1910,"World War, 1914-1918"
1910,Tents
1910,Architecture
1910,Occupations
1910,Figure group
1910,History
1910,Military
1900,Landscapes
1900,Animals
1900,Architecture
1900,Men
1900,Figure group
1900,Horses
1900,Corn
1900,Vegetable
1900,Vehicles
1900,Carriage
1930,Boats and boating
1930,Architecture
1930,Moon
1930,Outer space
1930,Gondola
1930,Religion
1930,Cityscapes
1930,Church buildings
1930,Santa Maria della Salute
1910,Herkimer
1910,Boats and boating
1910,Landscapes
1910,Architecture
1910,Disasters
1910,Science
1910,Cityscapes
1910,Floods
1910,Streets
1910,Waterscapes
1910,Power lines
1920,Architecture
1920,Stairs
1920,Cityscapes
1920,Children
1920,Kensington
1920,Detail
1920,Western
1920,Trees
1920,Pine tree
1920,Mountains
1920,Landscapes
1920,Lakes
1920,Estes Park
1930,Trees
1930,Mountains
1930,Landscapes
1930,Architecture
1930,Olive tree
1930,Florence
1930,Religion
1930,Mount Oliveto
1930,Church buildings
1930,Santa Maria Del Fiore
1910,St. Mark's Cathedral
1910,Architecture
1910,Figure group
1910,Religion
1910,Cityscapes
1910,Streets
1910,Church buildings
1910,St. Mark's Plaza
1910,Architecture
1910,Canals
1910,Religion
1910,Cityscapes
1910,Tower
1910,Cathedral of Torcello
1910,Waterscapes
1910,Church buildings
1910,Detail
1900,Architecture
1900,Occupations
1900,Plains
1900,Arcade
1900,Mountains
1900,Shepherd
1900,Ruins
1900,Landscapes
1900,Animals
1900,Farms
1900,Sheep
1900,Detail
1900,Via Appia
1900,Disasters
1900,Architecture
1900,Curiosity
1900,Figure group
1900,State of being
1900,Mood (Psychology)
1900,Fence
1900,Detail
1900,Accidents
1920,Boats and boating
1920,Architecture
1920,Canals
1920,Gondola
1920,Religion
1920,Cityscapes
1920,Waterscapes
1920,Grand Canal
1920,Church buildings
1920,Santa Maria della Salute
1920,Western
1920,Mountains
1920,Landscapes
1920,Cactus
1920,Phoenix
1920,Deserts
1920,Camelback Mountain
1920,Plants
1900,Repairman
1900,Older people
1900,Occupations
1900,Figure male
1900,Service
1900,Cityscapes
1920,Trees
1920,Western
1920,Mountains
1920,Little Colorado River
1920,Landscapes
1920,Evening
1920,Time
1920,Rivers
1920,Plateaus
1930,Trees
1930,Western
1930,Mountains
1930,Little Colorado River
1930,Landscapes
1930,Evening
1930,Time
1930,Rivers
1930,Plateaus
1920,Mountains
1920,Western
1920,Trees
1920,Landscapes
1920,Cedar tree
1920,Deserts
1930,Mountains
1930,Western
1930,Trees
1930,Landscapes
1930,Cedar tree
1930,Deserts
1900,Mountains
1900,Landscapes
1900,Roads
1900,Via Tuscolana
1920,Trees
1920,Landscapes
1920,Animals
1920,Evening
1920,Birds
1920,Time
1930,Landscapes
1930,Architecture
1930,Notre Dame
1930,Figure group
1930,Religion
1930,Church buildings
1920,Soldiers
1920,Landscapes
1920,Tents
1920,Architecture
1920,Occupations
1920,Men
1920,Clothing and dress
1920,Domestic
1920,Figure group
1920,Dress accessories
1920,Tattoo
1920,Military
1930,Commercial
1930,Monastery
1930,Sicily
1930,Landscapes
1930,Architecture
1930,Religion
1930,Bell tower
1930,Hotel San Dominico
1930,Taormina
1930,Hotel
1910,WW I
1910,Animals
1910,"World War, 1914-1918"
1910,Birds
1910,Eagles
1910,Flags
1910,History
1910,Emblems
1930,WW I
1930,Animals
1930,"World War, 1914-1918"
1930,Birds
1930,Eagles
1930,Flags
1930,History
1930,Emblems
1900,Ruins
1900,Architecture
1900,Religion
1900,Cityscapes
1900,Church buildings
1900,Forum
1920,Landscapes
1920,Cannon
1920,Animals
1920,Weapons
1920,Occupations
1920,Men
1920,Figure group
1920,Horses
1920,Military
1920,Officer
1920,Western
1920,Mountains
1920,Landscapes
1920,Canyon
1920,Rivers
1920,Bear Creek Canyon
1910,WW I
1910,Soldiers
1910,"World War, 1914-1918"
1910,Occupations
1910,Figure group
1910,State of being
1910,War
1910,History
1910,Wound
1910,Diseases
1910,Medicine
1910,Nursing
1910,Evil
1910,Military
1920,Architecture
1920,Stairs
1920,Cityscapes
1920,Children
1920,Kensington
1920,Detail
1920,Mountains
1920,Western
1920,Landscapes
1920,Verde River
1920,Cactus
1920,Shrubs
1920,Plants
1920,Rivers
1930,Mountains
1930,Western
1930,Landscapes
1930,Verde River
1930,Cactus
1930,Shrubs
1930,Plants
1930,Rivers
1920,Men
1920,Figure group
1920,Cityscapes
1920,Kensington
1910,St. Mark's Cathedral
1910,Architecture
1910,Religion
1910,Cityscapes
1910,Streets
1910,Church buildings
1910,St. Mark's Plaza
1900,Literature
1900,Architecture
1900,Baskets
1900,Clothing and dress
1900,Figure group
1900,Dress accessories
1900,Apron
1900,Furnishings
1900,Toys
1900,Domestic
1900,The Cricket on the Hearth
1900,Tables
1900,Dolls
1910,Landscapes
1910,Wissahickon Creek
1910,Winter
1910,Fairmount Park
1910,Seasons
1910,Rivers
1910,Parks
1910,Trees
1910,Pine tree
1910,Weather
1910,Wind
1910,Landscapes
1910,Estes Park
1900,Female and child
1900,Cats
1900,Amusements
1900,Reading
1900,Landscapes
1900,Animals
1900,Recreation
1900,Long Island
1900,Figure group
1900,Home life
1920,Western
1920,Trees
1920,Landscapes
1920,Yucca tree
1920,Paradise Valley
1920,Deserts
1920,Seasons
1920,Spring
1930,Western
1930,Trees
1930,Landscapes
1930,Yucca tree
1930,Paradise Valley
1930,Deserts
1930,Seasons
1930,Spring
1910,Commercial
1910,Landscapes
1910,Boats and boating
1910,Canoes
1910,Evening
1910,Architecture
1910,Sitka
1910,Store
1910,Time
1910,Waterscapes
1910,Wharf
1910,Mountains
1910,Landscapes
1910,Silver Cascade
1910,Waterfalls
1910,White Mountains
1900,Macbeth
1900,Literature
1900,Character
1900,Figure female
1900,Shakespeare
1900,State of being
1900,Insanity
1900,Lady Macbeth
1900,Diseases
1900,Animals
1900,Panther
1920,Landscapes
1920,Architecture
1920,Older people
1920,Men
1920,Domestic
1920,Figure male
1920,Portraits
1940,Women
1940,Animals
1940,Architecture
1940,Domestic
1940,Figure group
1940,Sheep
1940,Family
1940,Portraits
1940,Dwellings
1940,Siblings
1930,Women
1930,Animals
1930,Architecture
1930,Domestic
1930,Figure group
1930,Sheep
1930,Family
1930,Portraits
1930,Dwellings
1930,Siblings
1900,Animals
1900,Panther
1900,Animals
1900,Jaguar
1940,Women
1940,Landscapes
1940,Textile worker
1940,Loom
1940,Occupations
1940,Portraits
1940,Crafts
1930,Women
1930,Landscapes
1930,Textile worker
1930,Loom
1930,Occupations
1930,Portraits
1930,Crafts
1940,Women
1940,Landscapes
1940,Water carrier
1940,Occupations
1940,Clothing and dress
1940,Domestic
1940,Figure group
1930,Women
1930,Landscapes
1930,Water carrier
1930,Occupations
1930,Clothing and dress
1930,Domestic
1930,Figure group
1930,Architecture
1930,Figure group
1930,Teepee
1930,Plains
1930,Wagon
1930,Vehicles
1930,Rites and ceremonies
1930,Landscapes
1930,Animals
1930,Black Lake
1930,Dogs
1930,Domestic
1930,Horses
1930,Lakes
1940,Female and child
1940,Potters
1940,Architecture
1940,Occupations
1940,Domestic
1940,Figure group
1940,Cityscapes
1940,Crafts
1930,Female and child
1930,Potters
1930,Architecture
1930,Occupations
1930,Domestic
1930,Figure group
1930,Cityscapes
1930,Crafts
1900,Women
1900,Portraits
1920,Porte St. Denis
1920,Architecture
1920,Domestic
1920,Monuments
1920,Figure group
1920,Cityscapes
1920,Triumphal arch
1900,Women
1900,Justice
1900,Shield
1900,Architecture
1900,Government
1900,Clothing and dress
1900,Figure group
1900,Dress accessories
1900,Minnesota State Capitol
1900,Allegory
1900,Mural study
1900,Weapons
1900,Swords
1900,Quality
1910,Rites and ceremonies
1910,Architecture
1910,Government
1910,Occupations
1910,Figure group
1910,Treaty of Ghent
1910,Political
1910,History
1910,War of 1812
1910,Military
1910,WW I
1910,Animals
1910,"World War, 1914-1918"
1910,Figure female
1910,Government
1910,Nudity
1910,Birds
1910,War
1910,Allegory
1910,History
1900,Mountains
1900,Water
1900,Landscapes
1900,Architecture
1900,Domestic
1900,Sitka
1900,Figure group
1900,Fence
1900,Detail
1900,Dwellings
1920,Architecture
1920,Monuments
1920,Domestic
1920,Arch
1920,Cityscapes
1920,Apartment
1920,Architecture
1920,Religion
1920,Cityscapes
1920,Church buildings
1920,Madeleine
1920,Architecture
1920,Dawn
1920,Figure group
1920,Religion
1920,Cityscapes
1920,Time
1920,Church buildings
1920,Theater
1920,Landscapes
1920,Architecture
1920,Government
1920,Odeon
1920,Cityscapes
1920,Luxembourg Gardens
1920,Parks
1930,Mountains
1930,Trees
1930,San Luis Obispo
1930,Landscapes
1930,Rocks
1930,Summer
1930,Seasons
1930,Oak tree
1920,Madeleine
1920,Architecture
1920,Figure group
1920,Religion
1920,Cityscapes
1920,Church buildings
1920,Architecture
1920,Figure group
1920,Religion
1920,Cityscapes
1920,Church buildings
1920,Place de la Concorde
1920,Architecture
1920,Government
1920,Figure group
1920,Cityscapes
1920,Streets
1940,Landscapes
1940,Architecture
1940,Government
1940,James Creek
1940,Domestic
1940,Rivers
1940,U. S. Capitol
1940,Dwellings
1910,Mother and child
1910,Women
1910,Amusements
1910,Reading
1910,Recreation
1910,Figure group
1910,Family
1910,Portraits
1900,Mother and child
1900,Women
1900,Amusements
1900,Reading
1900,Recreation
1900,Figure group
1900,Family
1900,Portraits
1920,Architecture
1920,Winter
1920,Notre Dame
1920,Religion
1920,Figure group
1920,Cityscapes
1920,Seasons
1920,Male and female
1920,Church buildings
1910,Amusements
1910,Landscapes
1910,Recreation
1910,Figure group
1910,Strolling
